replicate,treatment,day,time,location,focal_individual,behaviour,social_partner,partner_response,notes
3,low,1,1:16 PM,open,.7,mating,5.,running around and shaking vigorously,continued riding on 5. for several minutes after mating finished
3,low,1,1:17 PM,open,.3,mount,.1,shook male off,
3,low,1,1:19 PM,feeder,7.,feeding,,,
3,low,1,1:21 PM,open,.8,mating,1:,,
3,low,1,1:22 PM,feeder,9.,feeding,,,
3,low,1,1:23 PM,feeder,1.,feeding,,,
3,low,1,1:24 PM,open,.7,mount,7.,ran away and into shelter 8,
3,low,1,1:25 PM,feeder,.5,attempt feeding,,,left after a while; not sure why; I think it did eat some but then left
3,low,1,1:30 PM,feeder,:1,attempt feeding,,,
3,low,1,1:31 PM,feeder,:1,feeding,,,
3,low,1,1:32 PM,open,.7,mount,6.,running around and shaking vigorously,
3,low,1,1:34 PM,feeder,:0,feeding,,,
3,low,1,1:34 PM,open,.7,mount,8.,,
3,low,1,1:35 PM,open,.6,mating,4.,walked around,
3,low,1,1:37 PM,open,.7,mount,9.,,
3,low,1,1:42 PM,open,.7,mount,5.,ran away,
3,low,1,1:50 PM,open,.3,mount,4.,stayed still,
3,low,1,2:01 PM,open,8.,feeding,,,
3,low,1,2:05 PM,1,8.,enter,,,
3,low,1,2:08 PM,feeder,1:,feeding,,,
3,low,1,2:09 PM,open,.7,mount,0.,ran away,
3,low,1,2:12 PM,open,:1,mount,1.,ran away,
3,low,1,2:14 PM,feeder,.4,feeding,,,
3,low,1,2:17 PM,open,.1,mount,5.,,
3,low,1,2:19 PM,feeder,.9,feeding,,,
3,low,1,2:19 PM,feeder,0:,feeding,,,
3,low,1,2:19 PM,open,.1,mount,5.,ran around until .1 fell off,
3,low,1,2:25 PM,open,.3,mating,4.,walked around,
3,low,1,2:29 PM,outside 7,.6,mount,6.,ran away,
3,low,1,2:34 PM,outside 5,.3,mount,9.,ran away,
3,low,1,2:36 PM,feeder,.6,attempt feeding,,,
3,low,1,2:37 PM,open,:0,mount,.5,shook and then ran away,
3,low,1,2:38 PM,9,.1,mount,2.,pressed against wall,
3,low,1,2:38 PM,feeder,.6,feeding,,,
3,low,1,2:40 PM,open,.1,mating,1.,,
3,low,1,2:41 PM,open,:1,mount,.1,n/a,
3,low,1,2:49 PM,feeder,0.,feeding,,,
3,low,1,2:49 PM,feeder,5.,feeding,,,
3,low,1,3:00 PM,feeder,7.,feeding,,,
3,low,1,3:02 PM,open,:1,mount,4.,,
3,low,1,3:04 PM,12,.9,mount,5.,,
3,low,1,3:05 PM,open,:1,mount,3.,ran away,
3,low,1,3:11 PM,7,7.,enter ,,,
3,low,1,3:23 PM,1,.6,enter,,,
3,low,1,3:27 PM,1,.4,mount,5.,ran away,
3,low,1,3:35 PM,open,.3,mount,3.,,
3,low,1,3:37 PM,8,.5,enter,,,
3,low,1,4:14 PM,open,.1,mount,3.,walked away,.1 spent a while trying to get under but couldn't 
3,low,1,4:19 PM,7,5.,enter,na,,
3,low,1,4:19 PM,7,5.,exit,na,,
3,low,1,4:20 PM,9,.1,enter,,,
3,low,1,4:21 PM,9,.1,mount,0.,ran away ,stayed mounted for a while (~5 sec) 
3,low,1,4:24 PM,outside 7,:1,mount,.8,,
3,low,1,4:24 PM,3,.4,mount,3.,walking around,
3,low,1,4:25 PM,3,.2,mount,.4,was mounted on 3.,
3,low,1,4:25 PM,3,.2,mount,3.,was being mounted by .4,
3,low,1,4:27 PM,open,:1,mount,4.,stayed still,prolonged mount but male couldn't get under
3,low,1,4:30 PM,open,:1,mount,4.,walking around,prolonged mount; male just riding on 4. for about a minute
3,low,1,4:31 PM,open,:1,mount,8.,stayed still,
3,low,1,4:32 PM,3,:1,enter,,,
3,low,1,4:38 PM,3,:1,exit,,,
3,low,1,4:38 PM,open,:1,mount,5.,"ran away first, then when 5. got on her she was pressed against the wall under :1 left then she ran away",
3,low,1,4:46 PM,outside 3,.2,mating,0:,walked around and into shelter 5,
3,low,2,9:27 AM,2,.7,exit,N/A,,
3,low,2,9:29 AM,2,.7,enter,N/A,,
3,low,2,9:36 AM,2,.7,exit,N/A,,
3,low,2,9:48 AM,5,4.,moved within shelter,N/A,,moved to be alone
3,low,2,10:12 AM,12,.7,enter,N/A,,
3,low,2,10:12 AM,3,.8,mating attempt,.9,moved forward,
3,low,2,10:13 AM,12,.7,exit,N/A,,
3,low,2,10:18 AM,5,4.,exit,N/A,,
3,low,2,10:21 AM,3,.8,exit,N/A,,
3,low,2,10:22 AM,8,.7,enter,N/A,,touched 3. and .2 on way in
3,low,2,10:22 AM,8,.7,exit,N/A,,
3,low,2,10:27 AM,5,4.,enter,N/A,,
3,low,2,10:27 AM,5,4.,exit,N/A,,
3,low,2,10:27 AM,5,:1,moved within shelter,1.,N/A,had ran away when 4. came and touched
3,low,2,10:28 AM,3,.4,moved within shelter,9.,N/A,
3,low,2,10:30 AM,8,4.,enter,N/A,,
3,low,2,10:31 AM,8,4.,moved within shelter,3. and .2,N/A,
3,low,2,10:31 AM,8,4.,exit,N/A,,
3,low,2,10:32 AM,outside,4.,attempted mount,.7,.7 turned around so 4. couldn't ge on,
3,low,2,10:33 AM,8,4.,enter,N/A,,
3,low,2,10:33 AM,8,4.,moved within shelter,3. and .2,N/A,
3,low,2,10:34 AM,8,4.,exit,N/A,,
3,low,2,10:35 AM,outside,4.,bump,.7,N/A,
3,low,2,10:35 AM,1,4.,enter,N/A,,
3,low,2,10:35 AM,5,:1,mount,1.,N/A,:1 stayed on 1.
3,low,2,10:36 AM,1,4.,exit,N/A,,
3,low,2,10:37 AM,7,4.,enter,N/A,,
3,low,2,10:37 AM,7,4.,exit,N/A,,
3,low,2,10:39 AM,outside,.7,mate,4.,N/A,"4. started walking around at 10:40, tried to climb up wall at 10:41, fully climbed on wall at 10:43"
3,low,2,10:44 AM,10,4.,enter,N/A,N/A,".7 still on top, 4. walked ontop of 2. "
3,low,2,10:45 AM,10,4.,moved within shelter,5.,N/A,
3,low,2,10:46 AM,10,4.,moved within shelter,2.,ran away,
3,low,2,10:47 AM,10,.7,moved within shelter,5.,N/A,
3,low,2,10:47 AM,10,.7,mount,2.,N/A,".7 shake on top, 2. started walking at 10:48"
3,low,2,10:48 AM,10,4.,exit,N/A,,
3,low,2,10:50 AM,10,.7,mount,.2,N/A,
3,low,2,11:17 AM,outside,.7,mate,4.,N/A,"4. started walking at 11:18 AM, climbed up on shelter 11 at 11:20 AM, climbed on wall at 11:24 AM, stopped walking at 11:26 AM, started again at 11:27 AM, stopped at 11:30 AM, seperated at 11:31 AM"
3,low,2,11:33 AM,outside,4.,ran over,.7,N/A,4. stayed on top for about 20 seconds
3,low,2,11:35 AM,7,4.,enter,N/A,,
3,low,2,11:35 AM,7,4. ,exit,N/A,,
3,low,2,11:36 AM,outside,.7,mate,4.,walked,
3,low,2,11:36 AM,7,4.,enter,N/A,,.7 still on
3,low,2,11:36 AM,7,4.,moved within shelter,7.,N/A,seperated from .7
3,low,2,11:37 AM,7,.7,mount,7.,N/A,
3,low,2,11:38 AM,7,4.,exit,N/A,,
3,low,2,11:39 AM,8,3.,exit,N/A,,
3,low,2,11:39 AM,9,4.,enter,N/A,,touched .1 on way in
3,low,2,11:39 AM,9,4.,exit,N/A,,
3,low,2,11:40 AM,3,.9,moved within shelter,1:,exited shelter,touched .8 on way out
3,low,2,11:42 AM,outside,4.,bump,1:,ran away,
3,low,2,11:42 AM,outside,1:,other,.8,"moved away, 1: also moved away",1: walked up to .8
3,low,2,11:45 AM,3,.4,mount,.9,N/A,
3,low,2,11:46 AM,3,.9,moved within shelter,0.,N/A,realized I forgot to take lunch break here
3,low,2,11:47 AM,11,1:,enter,N/A,,realized I forgot to take lunch break here
3,low,2,11:49 AM,11,1:,exit,N/A,,
3,low,2,12:00 PM,outside 7,.7,mating attempt,3.,N/A,
3,low,2,12:02 PM,11,1:,enter,N/A,,
3,low,2,12:06 PM,outside,4.,other,3.,moved away,bumped twice then 4. jumped at 3.
3,low,2,12:07 PM,outside 3,4.,bump,",8",jerked away,
3,low,2,12:08 PM,outside,4.,bump,3.,N/A,
3,low,2,12:11 PM,3,.5,exit,N/A,,
3,low,2,12:12 PM,3,.4,exit,N/A,,
3,low,2,12:12 PM,3,.4,moved within shelter,.9 and 0.,N/A,
3,low,2,12:13 PM,outside,4.,other,3.,ran away,"4. chased 3., .7 jumped at 4."
3,low,2,12:15 PM,outside,4.,other,3.,ran away,4. chased and bumped back of 3.
3,low,2,12:16 PM,outside,7.,bump,3.,,
3,low,2,12:17 PM,3,.5,mating attempt,9.,9. ran to enterance of shelter,
3,low,2,12:20 PM,outside,4.,bump,7.,,
3,low,2,12:20 PM,3,9. ,enter,N/A,,touched .5 on way in
3,low,2,12:21 PM,outside,.7,other,4.,,4. approached and .7 turned and 4. ran away
3,low,2,12:22,outside,.7,mount,4.,N/A,
3,low,2,12:23 PM,outside,.7,mount,4.,N/A,
3,low,2,12:23 PM,1,.7 and 4.,enter,N/A,,
3,low,2,12:23 PM,1,4.,exit,N/A,,
3,low,2,12:24 PM,1,.7,exit,N/A,,
3,low,2,12:24 PM,outside,.7,mount,3.,walked with .7 on top,
3,low,2,12:25 PM,outside,.7,mount,3.,N/A,
3,low,2,12:25 PM,outside,3.,other,4.,4. chased 3. and bumped it's back,
3,low,2,12:26 PM,9,4.,enter,N/A,,
3,low,2,12:26 PM,9,4.,exit,N/A,,
3,low,2,12:28 PM,outside,.7,other,4.,ran away,attempted mount
3,low,2,12:30 PM,outside,.7,mating attempt,4.,walked around with .7 on top,
3,low,2,12:31 PM,5,4.,enter,N/A,,
3,low,2,12:31 PM,5,4.,exit,N/A,,
3,low,2,12:33 PM,outside,.7,mating attempt,3.,walked around with .7 on top,
3,low,2,12:34 PM,11,4.,other,1:,moved away,4. tried to enter but walked away after bumping 1:
3,low,2,12:36 PM,outside,4.,bump,3. and .7,N/A,
3,low,2,12:38 PM,outside,.7,mating attempt,3.,N/A,
3,low,2,12:39 PM,2,4.,enter,:0,:0 jumped at 4. and 4. did not enter,
3,low,2,12:39PM,outside,.7,mount,3.,N/A,
3,low,2,12:40 PM,outside,.7,mating attempt,3.,walked around with .7 on top,likely mated as .7 was on top until12:45 PM
3,low,2,12:41 PM,3,.8,exit,N/A,,
3,low,2,12:43 PM,outside 2,:0 ,mount,.8,.8 ran away,
3,low,2,12:43 PM,2,.8,mount,:0,N/A,
3,low,2,12:47 PM,outsode 2,:0,mount,.8,N/A,
3,low,2,12:48 PM,outside,.7,mount,3.,N/A,
3,low,2,12:49 PM,3,.4,moved within shelter,.9,N/A,
3,low,2,12:50 PM,10,2.,moved within shelter,5.,N/A,
3,low,2,1:05 PM,open,.7,mount,,,
3,low,2,1:14 PM,7,1.,enter,,,
3,low,2,1:15 PM,11,3.,enter,1:,stayed still,
3,low,2,1:16 PM,11,3.,exit,,,
3,low,2,1:17 PM,11,3.,enter,1:,moved with touched and exited shelter,
3,low,2,1:17 PM,11,1:,exit,,,
3,low,2,1:18 PM,open,.7,mount,4.,running around until .7 got off,
3,low,2,1:20 PM,open,.7,mount,4.,na,
3,low,2,1:21 PM,7,3.,enter,7.,ran away,
3,low,2,1:21 PM,7,3.,exit,,,
3,low,2,1:23 PM,open,.8,mating,4.,stayed still then walked around,
3,low,2,1:24 PM,7,1:,enter,7.,na; stayed still,
3,low,2,1:25 PM,open,.7,mating,1.,walked around a bit,
3,low,2,1:29 PM,open,.7,mount,3.,walking around,jumped onto wall to mount 3. who was on the wall
3,low,2,1:33 PM,7,.8,enter,,,
3,low,2,1:33 PM,9,4.,enter,,,
3,low,2,1:33 PM,9,.1,mount,4.,ran away and out of shelter,
3,low,2,1:33 PM,9,4.,exit,,,
3,low,2,1:36 PM,open,.7,mount,3.,walking around,.7 on 3. as she walks around for a while
3,low,2,1:41 PM,2,:0,mount,0:,pressed against wall,
3,low,2,1:44 PM,open,.8,mount,3.,ran away,
3,low,2,1:45 PM,open,.7,mount,3.,stayed still,
3,low,2,1:45 PM,open,.7,mount,4.,,.7 was mounting 3. and then jumped to mount 4.
3,low,2,1:46 PM,3,.5,exit,,,
3,low,2,1:49 PM,8,1.,enter,,,
3,low,2,2:05 PM,2,3.,enter,"0:, :0",,
3,low,2,2:05 PM,2,:0,mount,3.,ran away and then pressed against wall,
3,low,2,2:07 PM,2,3.,exit,,,
3,low,2,2:07 PM,open,.7,mount,3.,,
